"indicator_code","unit","geo","time","value","year","month","day","frequency","estimate","db_source"
"forest_cover_data","percent","CH02","1/1/2015",34.858757019043,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH02","1/1/2017",34.6542472839355,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH02","1/1/2016",34.4935989379883,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH02","1/1/2019",32.8158340454102,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH02","1/1/2018",34.2684326171875,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH03","1/1/2016",40.0640258789062,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH03","1/1/2017",40.3549346923828,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH03","1/1/2019",37.5758628845215,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH03","1/1/2018",40.3728942871094,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CH03","1/1/2015",40.8475570678711,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL02","1/1/2016",34.9800338745117,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL02","1/1/2019",33.8280487060547,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL02","1/1/2017",35.009880065918,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL02","1/1/2015",35.6712760925293,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL02","1/1/2018",34.4760856628418,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL03","1/1/2017",26.8380699157715,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL03","1/1/2018",26.537712097168,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL03","1/1/2019",25.9751949310303,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL03","1/1/2016",26.86012840271,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AL03","1/1/2015",27.2740859985352,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","BG33","1/1/2015",24.2889518737793,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","BG33","1/1/2018",23.8846321105957,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","BG33","1/1/2017",24.2429904937744,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","BG33","1/1/2016",24.1312847137451,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","BG33","1/1/2019",20.5161170959473,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE13","1/1/2016",48.401008605957,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE13","1/1/2015",49.0377807617188,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE13","1/1/2017",48.247013092041,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE13","1/1/2018",48.0839576721191,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE13","1/1/2019",45.0013885498047,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CZ05","1/1/2016",38.0237731933594,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CZ05","1/1/2017",37.0182266235352,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CZ05","1/1/2019",34.1317863464355,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","CZ05","1/1/2015",38.6697006225586,2015,1,1,"Y","missing","copernicus_forest_cover_data"
