"indicator_code","unit","geo","time","value","year","month","day","frequency","estimate","db_source"
"forest_cover_data","percent","AL","1/1/2015",31.614465713501,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AL","1/1/2018",30.5137882232666,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AL","1/1/2019",29.9306735992432,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AL","1/1/2016",30.9375038146973,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AL","1/1/2017",30.9571781158447,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CZ","1/1/2015",38.6084442138672,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CZ","1/1/2018",36.493350982666,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CZ","1/1/2019",34.1703414916992,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CZ","1/1/2016",37.9725074768066,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CZ","1/1/2017",37.1998062133789,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DE","1/1/2017",33.4932174682617,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DE","1/1/2018",32.8925094604492,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DE","1/1/2019",30.4154930114746,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DE","1/1/2016",34.5469360351562,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DE","1/1/2015",35.0870094299316,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DK","1/1/2016",18.1970272064209,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DK","1/1/2015",18.872896194458,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DK","1/1/2017",17.2516746520996,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DK","1/1/2018",16.6534481048584,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","DK","1/1/2019",15.0759649276733,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CY","1/1/2019",17.2190494537354,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CY","1/1/2015",16.575704574585,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CY","1/1/2017",16.5799045562744,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CY","1/1/2018",17.1193332672119,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CY","1/1/2016",16.7407989501953,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AT","1/1/2019",40.6374206542969,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AT","1/1/2015",46.0242767333984,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AT","1/1/2017",43.6384124755859,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AT","1/1/2018",42.7592163085938,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","AT","1/1/2016",44.6403846740723,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BE","1/1/2016",28.5619487762451,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BE","1/1/2018",27.9959392547607,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BE","1/1/2015",28.141881942749,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BE","1/1/2017",28.1741695404053,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BE","1/1/2019",25.9915199279785,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BG","1/1/2017",35.6054954528809,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BG","1/1/2016",35.5680885314941,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BG","1/1/2015",36.2681503295898,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BG","1/1/2018",35.3014526367188,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","BG","1/1/2019",33.6146278381348,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CH","1/1/2015",31.063549041748,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CH","1/1/2017",30.3490467071533,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CH","1/1/2019",28.4792175292969,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CH","1/1/2016",30.5021934509277,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","CH","1/1/2018",29.831995010376,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","EE","1/1/2015",55.639820098877,2015,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","EE","1/1/2017",54.6652908325195,2017,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","EE","1/1/2018",51.8334617614746,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","EE","1/1/2019",47.9546051025391,2019,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","EE","1/1/2016",55.2824440002441,2016,1,1,"Y","missing","harmonized_nighttime_light_data"
"forest_cover_data","percent","EL","1/1/2018",32.6734809875488,2018,1,1,"Y","missing","harmonized_nighttime_light_data"
