"indicator_code","unit","geo","time","value","year","month","day","frequency","estimate","db_source"
"forest_cover_data","percent","HR043","1/1/2015",52.2615356445312,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","HR043","1/1/2017",53.5969734191895,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","HR043","1/1/2018",54.3186302185059,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","HR043","1/1/2019",53.8043785095215,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","HR043","1/1/2016",52.8777732849121,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT314","1/1/2017",55.7758369445801,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT314","1/1/2015",57.710147857666,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT314","1/1/2019",52.9987106323242,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT314","1/1/2018",54.8054046630859,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT314","1/1/2016",56.4850997924805,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT315","1/1/2015",51.013744354248,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT315","1/1/2017",47.6356544494629,2017,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT315","1/1/2019",44.2847480773926,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT315","1/1/2016",48.9605140686035,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","AT315","1/1/2018",46.4794578552246,2018,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE600","1/1/2015",21.2046012878418,2015,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE600","1/1/2016",20.065767288208,2016,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE600","1/1/2019",17.5288791656494,2019,1,1,"Y","missing","copernicus_forest_cover_data"
"forest_cover_data","percent","DE600","1/1/2017",18.8659400939941,2017,1,1,"Y","missing","copernicus_forest_cover_data"
